mean_accuracy,mean_val_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5469166666666667,2.1617900297996844,41.98452568054199,False,1,c2748_00000,2023-08-22_09-48-06,1692697686,41.98452568054199,1660649,dl,141.68.100.65,41.98452568054199,1
0.6198333333333333,1.5071169657910124,50.80892896652222,False,2,c2748_00000,2023-08-22_09-48-57,1692697737,92.79345464706421,1660649,dl,141.68.100.65,92.79345464706421,2
0.7284166666666667,0.8706000650182684,45.754167556762695,False,3,c2748_00000,2023-08-22_09-49-42,1692697782,138.5476222038269,1660649,dl,141.68.100.65,138.5476222038269,3
0.7383333333333333,0.7307472311435862,44.0213348865509,False,4,c2748_00000,2023-08-22_09-50-26,1692697826,182.5689570903778,1660649,dl,141.68.100.65,182.5689570903778,4
0.757,0.6813594534042033,50.033501386642456,False,5,c2748_00000,2023-08-22_09-51-16,1692697876,232.60245847702026,1660649,dl,141.68.100.65,232.60245847702026,5
0.7714166666666666,0.6424241662025452,40.52998089790344,False,6,c2748_00000,2023-08-22_09-51-57,1692697917,273.1324393749237,1660649,dl,141.68.100.65,273.1324393749237,6
0.78275,0.6181942438508602,46.48638439178467,False,7,c2748_00000,2023-08-22_09-52-43,1692697963,319.6188237667084,1660649,dl,141.68.100.65,319.6188237667084,7
0.78525,0.604442057457376,47.128490686416626,False,8,c2748_00000,2023-08-22_09-53-31,1692698011,366.747314453125,1660649,dl,141.68.100.65,366.747314453125,8
0.7819166666666667,0.5979099121499569,48.86850666999817,False,9,c2748_00000,2023-08-22_09-54-19,1692698059,415.61582112312317,1660649,dl,141.68.100.65,415.61582112312317,9
0.7953333333333333,0.5815479519202355,50.77958106994629,False,10,c2748_00000,2023-08-22_09-55-10,1692698110,466.39540219306946,1660649,dl,141.68.100.65,466.39540219306946,10
0.7984166666666667,0.5617650116377688,39.7473349571228,False,11,c2748_00000,2023-08-22_09-55-50,1692698150,506.14273715019226,1660649,dl,141.68.100.65,506.14273715019226,11
0.8035,0.5531011563032231,45.298949241638184,False,12,c2748_00000,2023-08-22_09-56-35,1692698195,551.4416863918304,1660649,dl,141.68.100.65,551.4416863918304,12
0.802,0.545512430845423,46.543297290802,False,13,c2748_00000,2023-08-22_09-57-22,1692698242,597.9849836826324,1660649,dl,141.68.100.65,597.9849836826324,13
0.8081666666666667,0.5339857832865512,44.315385580062866,False,14,c2748_00000,2023-08-22_09-58-06,1692698286,642.3003692626953,1660649,dl,141.68.100.65,642.3003692626953,14
0.8111666666666667,0.5337309664551247,47.37447690963745,False,15,c2748_00000,2023-08-22_09-58-53,1692698333,689.6748461723328,1660649,dl,141.68.100.65,689.6748461723328,15
