mean_accuracy,mean_val_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5436666666666666,1.9368493290657693,56.49074602127075,False,1,c2748_00003,2023-08-22_09-48-16,1692697696,56.49074602127075,1660652,dl,141.68.100.65,56.49074602127075,1
0.6891666666666667,1.0291576769123687,49.01527428627014,False,2,c2748_00003,2023-08-22_09-49-05,1692697745,105.5060203075409,1660652,dl,141.68.100.65,105.5060203075409,2
0.74,0.7669614959270397,46.594484090805054,False,3,c2748_00003,2023-08-22_09-49-52,1692697792,152.10050439834595,1660652,dl,141.68.100.65,152.10050439834595,3
0.75975,0.6880142019784197,45.750834703445435,False,4,c2748_00003,2023-08-22_09-50-38,1692697838,197.85133910179138,1660652,dl,141.68.100.65,197.85133910179138,4
0.7655,0.6481285130089902,45.956602334976196,False,5,c2748_00003,2023-08-22_09-51-23,1692697883,243.80794143676758,1660652,dl,141.68.100.65,243.80794143676758,5
0.7735,0.626097985404603,45.386807441711426,False,6,c2748_00003,2023-08-22_09-52-09,1692697929,289.194748878479,1660652,dl,141.68.100.65,289.194748878479,6
0.78425,0.6019251020030773,45.072025775909424,False,7,c2748_00003,2023-08-22_09-52-54,1692697974,334.2667746543884,1660652,dl,141.68.100.65,334.2667746543884,7
0.7934166666666667,0.5869357917220035,44.415977478027344,False,8,c2748_00003,2023-08-22_09-53-38,1692698018,378.68275213241577,1660652,dl,141.68.100.65,378.68275213241577,8
0.7950833333333334,0.5673655190683425,43.99858236312866,False,9,c2748_00003,2023-08-22_09-54-22,1692698062,422.68133449554443,1660652,dl,141.68.100.65,422.68133449554443,9
0.7965833333333333,0.560826154465371,43.21542692184448,False,10,c2748_00003,2023-08-22_09-55-06,1692698106,465.8967614173889,1660652,dl,141.68.100.65,465.8967614173889,10
0.8023333333333333,0.5483222860605159,51.52788686752319,False,11,c2748_00003,2023-08-22_09-55-57,1692698157,517.4246482849121,1660652,dl,141.68.100.65,517.4246482849121,11
0.8095833333333333,0.5302730698851829,46.12861156463623,False,12,c2748_00003,2023-08-22_09-56-43,1692698203,563.5532598495483,1660652,dl,141.68.100.65,563.5532598495483,12
0.8138333333333333,0.5246013845217988,45.84441375732422,False,13,c2748_00003,2023-08-22_09-57-29,1692698249,609.3976736068726,1660652,dl,141.68.100.65,609.3976736068726,13
0.82075,0.5055775514784011,46.288522720336914,False,14,c2748_00003,2023-08-22_09-58-15,1692698295,655.6861963272095,1660652,dl,141.68.100.65,655.6861963272095,14
0.82125,0.5045450036513045,40.06121468544006,False,15,c2748_00003,2023-08-22_09-58-55,1692698335,695.7474110126495,1660652,dl,141.68.100.65,695.7474110126495,15
