mean_accuracy,mean_val_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7314166666666667,0.7711916718880335,100.12897157669067,False,1,71a80_00004,2023-08-22_11-11-07,1692702667,100.12897157669067,1855478,dl,141.68.100.65,100.12897157669067,1
0.7805833333333333,0.598205643594265,92.97581720352173,False,2,71a80_00004,2023-08-22_11-12-40,1692702760,193.1047887802124,1855478,dl,141.68.100.65,193.1047887802124,2
0.7985833333333333,0.5493347624242306,83.59208512306213,False,3,71a80_00004,2023-08-22_11-14-04,1692702844,276.69687390327454,1855478,dl,141.68.100.65,276.69687390327454,3
0.8209166666666666,0.503269960184892,85.31665253639221,False,4,71a80_00004,2023-08-22_11-15-29,1692702929,362.01352643966675,1855478,dl,141.68.100.65,362.01352643966675,4
0.8168333333333333,0.4964583677550157,82.88266825675964,False,5,71a80_00004,2023-08-22_11-16-52,1692703012,444.8961946964264,1855478,dl,141.68.100.65,444.8961946964264,5
0.8283333333333334,0.4604341734647751,84.6258327960968,False,6,71a80_00004,2023-08-22_11-18-17,1692703097,529.5220274925232,1855478,dl,141.68.100.65,529.5220274925232,6
0.82625,0.4619610629677772,112.27603793144226,False,7,71a80_00004,2023-08-22_11-20-09,1692703209,641.7980654239655,1855478,dl,141.68.100.65,641.7980654239655,7
0.8324166666666667,0.46029791149497035,119.21990060806274,False,8,71a80_00004,2023-08-22_11-22-08,1692703328,761.0179660320282,1855478,dl,141.68.100.65,761.0179660320282,8
0.85475,0.40856333244840304,112.05278587341309,False,9,71a80_00004,2023-08-22_11-24-00,1692703440,873.0707519054413,1855478,dl,141.68.100.65,873.0707519054413,9
0.8579166666666667,0.3969093968619903,142.6425280570984,False,10,71a80_00004,2023-08-22_11-26-23,1692703583,1015.7132799625397,1855478,dl,141.68.100.65,1015.7132799625397,10
0.8580833333333333,0.39152199745674926,122.21500849723816,False,11,71a80_00004,2023-08-22_11-28-25,1692703705,1137.9282884597778,1855478,dl,141.68.100.65,1137.9282884597778,11
0.8585833333333334,0.3928271459887425,85.32820057868958,False,12,71a80_00004,2023-08-22_11-29-50,1692703790,1223.2564890384674,1855478,dl,141.68.100.65,1223.2564890384674,12
0.8673333333333333,0.3670692342966795,86.12178373336792,False,13,71a80_00004,2023-08-22_11-31-17,1692703877,1309.3782727718353,1855478,dl,141.68.100.65,1309.3782727718353,13
0.86825,0.3606877371817827,88.57723331451416,False,14,71a80_00004,2023-08-22_11-32-45,1692703965,1397.9555060863495,1855478,dl,141.68.100.65,1397.9555060863495,14
0.8671666666666666,0.36107098484039307,111.89350271224976,False,15,71a80_00004,2023-08-22_11-34-37,1692704077,1509.8490087985992,1855478,dl,141.68.100.65,1509.8490087985992,15
