,mean_accuracy,mean_val_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config.epochs,config.learning_rate,config.batch_size,config.l1
0,0.7895,0.5580300082,59.3315546513,False,1,467f5_00035,2023-09-01_11-42-36,1693568556000,59.3315546513,688228,dl,141.68.100.65,59.3315546513,1,10,0.0135664708,64,64
1,0.81625,0.497544396,57.5673758984,False,2,467f5_00035,2023-09-01_11-43-34,1693568614000,116.8989305496,688228,dl,141.68.100.65,116.8989305496,2,10,0.0135664708,64,64
2,0.8575833333,0.3977979034,60.1758000851,False,3,467f5_00035,2023-09-01_11-44-34,1693568674000,177.0747306347,688228,dl,141.68.100.65,177.0747306347,3,10,0.0135664708,64,64
3,0.8635833333,0.3804225682,60.8557822704,False,4,467f5_00035,2023-09-01_11-45-35,1693568735000,237.9305129051,688228,dl,141.68.100.65,237.9305129051,4,10,0.0135664708,64,64
4,0.8658333333,0.3599825724,59.914276123,False,5,467f5_00035,2023-09-01_11-46-35,1693568795000,297.8447890282,688228,dl,141.68.100.65,297.8447890282,5,10,0.0135664708,64,64
5,0.8791666667,0.334420195,59.8751337528,False,6,467f5_00035,2023-09-01_11-47-35,1693568855000,357.719922781,688228,dl,141.68.100.65,357.719922781,6,10,0.0135664708,64,64
6,0.8764166667,0.3376241712,58.0992760658,False,7,467f5_00035,2023-09-01_11-48-33,1693568913000,415.8191988468,688228,dl,141.68.100.65,415.8191988468,7,10,0.0135664708,64,64
7,0.8895833333,0.3075665204,58.0992555618,False,8,467f5_00035,2023-09-01_11-49-31,1693568971000,473.9184544086,688228,dl,141.68.100.65,473.9184544086,8,10,0.0135664708,64,64
8,0.8946666667,0.2989650791,58.7359452248,False,9,467f5_00035,2023-09-01_11-50-30,1693569030000,532.6543996334,688228,dl,141.68.100.65,532.6543996334,9,10,0.0135664708,64,64
9,0.8950833333,0.290186438,58.727701664,False,10,467f5_00035,2023-09-01_11-51-28,1693569088000,591.3821012974,688228,dl,141.68.100.65,591.3821012974,10,10,0.0135664708,64,64
10,0.8494166667,0.4176746175,58.8650910854,False,1,467f5_00040,2023-09-01_11-57-48,1693569468000,58.8650910854,698720,dl,141.68.100.65,58.8650910854,1,15,0.0597920465,64,64
11,0.8636666667,0.3777666252,58.5418541431,False,2,467f5_00040,2023-09-01_11-58-46,1693569526000,117.4069452286,698720,dl,141.68.100.65,117.4069452286,2,15,0.0597920465,64,64
12,0.8835,0.317439995,59.2917635441,False,3,467f5_00040,2023-09-01_11-59-46,1693569586000,176.6987087727,698720,dl,141.68.100.65,176.6987087727,3,15,0.0597920465,64,64
13,0.8925,0.3022016376,60.2382221222,False,4,467f5_00040,2023-09-01_12-00-46,1693569646000,236.9369308949,698720,dl,141.68.100.65,236.9369308949,4,15,0.0597920465,64,64
14,0.8930833333,0.2890006256,59.3203349113,False,5,467f5_00040,2023-09-01_12-01-45,1693569705000,296.2572658062,698720,dl,141.68.100.65,296.2572658062,5,15,0.0597920465,64,64
15,0.903,0.2610164994,58.4253883362,False,6,467f5_00040,2023-09-01_12-02-43,1693569763000,354.6826541424,698720,dl,141.68.100.65,354.6826541424,6,15,0.0597920465,64,64
16,0.8940833333,0.2886477701,60.1683957577,False,7,467f5_00040,2023-09-01_12-03-44,1693569824000,414.8510499001,698720,dl,141.68.100.65,414.8510499001,7,15,0.0597920465,64,64
17,0.9041666667,0.2574307575,58.9476490021,False,8,467f5_00040,2023-09-01_12-04-43,1693569883000,473.7986989021,698720,dl,141.68.100.65,473.7986989021,8,15,0.0597920465,64,64
18,0.9124166667,0.2512685797,60.4887466431,False,9,467f5_00040,2023-09-01_12-05-43,1693569943000,534.2874455452,698720,dl,141.68.100.65,534.2874455452,9,15,0.0597920465,64,64
19,0.9183333333,0.2287007869,59.6918623447,False,10,467f5_00040,2023-09-01_12-06-43,1693570003000,593.9793078899,698720,dl,141.68.100.65,593.9793078899,10,15,0.0597920465,64,64
20,0.9153333333,0.240912416,62.2604293823,False,11,467f5_00040,2023-09-01_12-07-45,1693570065000,656.2397372723,698720,dl,141.68.100.65,656.2397372723,11,15,0.0597920465,64,64
21,0.9138333333,0.2430612126,63.7482290268,False,12,467f5_00040,2023-09-01_12-08-49,1693570129000,719.9879662991,698720,dl,141.68.100.65,719.9879662991,12,15,0.0597920465,64,64
22,0.9155,0.2337551807,58.7533266544,False,13,467f5_00040,2023-09-01_12-09-48,1693570188000,778.7412929535,698720,dl,141.68.100.65,778.7412929535,13,15,0.0597920465,64,64
23,0.9195,0.2239939245,59.5348339081,False,14,467f5_00040,2023-09-01_12-10-47,1693570247000,838.2761268616,698720,dl,141.68.100.65,838.2761268616,14,15,0.0597920465,64,64
24,0.9183333333,0.228743989,59.0282986164,False,15,467f5_00040,2023-09-01_12-11-46,1693570306000,897.304425478,698720,dl,141.68.100.65,897.304425478,15,15,0.0597920465,64,64
25,0.83125,0.443213801,55.5629117489,False,1,467f5_00011,2023-09-01_10-29-28,1693564168000,55.5629117489,635450,dl,141.68.100.65,55.5629117489,1,10,0.0776469603,64,64
26,0.8724166667,0.3506238321,55.0656547546,False,2,467f5_00011,2023-09-01_10-30-23,1693564223000,110.6285665035,635450,dl,141.68.100.65,110.6285665035,2,10,0.0776469603,64,64
27,0.8889166667,0.3034214371,56.0990152359,False,3,467f5_00011,2023-09-01_10-31-20,1693564280000,166.7275817394,635450,dl,141.68.100.65,166.7275817394,3,10,0.0776469603,64,64
28,0.8945833333,0.279927689,56.2439572811,False,4,467f5_00011,2023-09-01_10-32-16,1693564336000,222.9715390205,635450,dl,141.68.100.65,222.9715390205,4,10,0.0776469603,64,64
29,0.9073333333,0.253950842,56.5932753086,False,5,467f5_00011,2023-09-01_10-33-12,1693564392000,279.5648143291,635450,dl,141.68.100.65,279.5648143291,5,10,0.0776469603,64,64
30,0.9074166667,0.2497986867,56.3577513695,False,6,467f5_00011,2023-09-01_10-34-09,1693564449000,335.9225656986,635450,dl,141.68.100.65,335.9225656986,6,10,0.0776469603,64,64
31,0.9101666667,0.2544705517,56.1396458149,False,7,467f5_00011,2023-09-01_10-35-05,1693564505000,392.0622115135,635450,dl,141.68.100.65,392.0622115135,7,10,0.0776469603,64,64
32,0.9146666667,0.2343619273,56.1830308437,False,8,467f5_00011,2023-09-01_10-36-01,1693564561000,448.2452423573,635450,dl,141.68.100.65,448.2452423573,8,10,0.0776469603,64,64
33,0.91025,0.2463626084,56.7934961319,False,9,467f5_00011,2023-09-01_10-36-58,1693564618000,505.0387384892,635450,dl,141.68.100.65,505.0387384892,9,10,0.0776469603,64,64
34,0.9211666667,0.2331053605,55.4724700451,False,10,467f5_00011,2023-09-01_10-37-53,1693564673000,560.5112085342,635450,dl,141.68.100.65,560.5112085342,10,10,0.0776469603,64,64
35,0.7638333333,0.645787538,58.486225605,False,1,467f5_00013,2023-09-01_10-34-00,1693564440000,58.486225605,638772,dl,141.68.100.65,58.486225605,1,20,0.0140858369,64,64
36,0.824,0.4819835226,56.4063138962,False,2,467f5_00013,2023-09-01_10-34-57,1693564497000,114.8925395012,638772,dl,141.68.100.65,114.8925395012,2,20,0.0140858369,64,64
