,mean_accuracy,mean_val_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config.epochs,config.learning_rate,config.batch_size,config.l1
0,0.4373333333,1.9979039266,63.0274949074,False,1,9c7b3_00081,2023-08-30_19-47-17,1693424837000,63.0274949074,222351,dl,141.68.100.65,63.0274949074,1,20,0.0015714021,64,128
1,0.67825,1.0366093516,61.4459517002,False,2,9c7b3_00081,2023-08-30_19-48-19,1693424899000,124.4734466076,222351,dl,141.68.100.65,124.4734466076,2,20,0.0015714021,64,128
2,0.745,0.7360471842,61.1309053898,False,3,9c7b3_00081,2023-08-30_19-49-20,1693424960000,185.6043519974,222351,dl,141.68.100.65,185.6043519974,3,20,0.0015714021,64,128
3,0.7653333333,0.6452989623,62.1391716003,False,4,9c7b3_00081,2023-08-30_19-50-22,1693425022000,247.7435235977,222351,dl,141.68.100.65,247.7435235977,4,20,0.0015714021,64,128
4,0.7858333333,0.5923545527,62.4726035595,False,5,9c7b3_00081,2023-08-30_19-51-25,1693425085000,310.2161271572,222351,dl,141.68.100.65,310.2161271572,5,20,0.0015714021,64,128
5,0.7918333333,0.5654049638,62.4803543091,False,6,9c7b3_00081,2023-08-30_19-52-27,1693425147000,372.6964814663,222351,dl,141.68.100.65,372.6964814663,6,20,0.0015714021,64,128
6,0.8055,0.5429277166,66.5312259197,False,7,9c7b3_00081,2023-08-30_19-53-34,1693425214000,439.227707386,222351,dl,141.68.100.65,439.227707386,7,20,0.0015714021,64,128
7,0.815,0.5143497518,76.419563055,False,8,9c7b3_00081,2023-08-30_19-54-50,1693425290000,515.6472704411,222351,dl,141.68.100.65,515.6472704411,8,20,0.0015714021,64,128
8,0.8124166667,0.505309203,64.5255253315,False,9,9c7b3_00081,2023-08-30_19-55-55,1693425355000,580.1727957726,222351,dl,141.68.100.65,580.1727957726,9,20,0.0015714021,64,128
9,0.8251666667,0.4849206501,64.2533845901,False,10,9c7b3_00081,2023-08-30_19-56-59,1693425419000,644.4261803627,222351,dl,141.68.100.65,644.4261803627,10,20,0.0015714021,64,128
