mean_accuracy,mean_val_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6764166666666667,1.2371817019780478,60.58080053329468,False,1,4609f_00009,2023-08-22_12-19-37,1692706777,60.58080053329468,2848490,dl,141.68.100.65,60.58080053329468,1
0.7523333333333333,0.7066105707486471,57.89898705482483,False,2,4609f_00009,2023-08-22_12-20-35,1692706835,118.4797875881195,2848490,dl,141.68.100.65,118.4797875881195,2
0.7823333333333333,0.6116263690789541,44.323787212371826,False,3,4609f_00009,2023-08-22_12-21-19,1692706879,162.80357480049133,2848490,dl,141.68.100.65,162.80357480049133,3
0.779,0.5836024950742722,49.77845501899719,False,4,4609f_00009,2023-08-22_12-22-09,1692706929,212.58202981948853,2848490,dl,141.68.100.65,212.58202981948853,4
0.8055,0.5371313724517822,49.384663581848145,False,5,4609f_00009,2023-08-22_12-22-58,1692706978,261.96669340133667,2848490,dl,141.68.100.65,261.96669340133667,5
0.80675,0.526209581096967,51.372750759124756,False,6,4609f_00009,2023-08-22_12-23-49,1692707029,313.3394441604614,2848490,dl,141.68.100.65,313.3394441604614,6
0.8135833333333333,0.5067736883560816,48.28139567375183,False,7,4609f_00009,2023-08-22_12-24-38,1692707078,361.62083983421326,2848490,dl,141.68.100.65,361.62083983421326,7
0.8256666666666667,0.4846196013291677,49.52579617500305,False,8,4609f_00009,2023-08-22_12-25-27,1692707127,411.1466360092163,2848490,dl,141.68.100.65,411.1466360092163,8
0.8329166666666666,0.4650095419088999,50.99938988685608,False,9,4609f_00009,2023-08-22_12-26-18,1692707178,462.1460258960724,2848490,dl,141.68.100.65,462.1460258960724,9
0.8348333333333333,0.4585350106159846,48.34535336494446,False,10,4609f_00009,2023-08-22_12-27-07,1692707227,510.49137926101685,2848490,dl,141.68.100.65,510.49137926101685,10
0.8311666666666667,0.4596735780239105,50.73137068748474,False,11,4609f_00009,2023-08-22_12-27-57,1692707277,561.2227499485016,2848490,dl,141.68.100.65,561.2227499485016,11
0.8493333333333334,0.4244285392363866,45.00057339668274,False,12,4609f_00009,2023-08-22_12-28-42,1692707322,606.2233233451843,2848490,dl,141.68.100.65,606.2233233451843,12
0.8434166666666667,0.4303968712886175,61.63885045051575,False,13,4609f_00009,2023-08-22_12-29-44,1692707384,667.8621737957001,2848490,dl,141.68.100.65,667.8621737957001,13
0.85525,0.40916946148872374,63.51195788383484,False,14,4609f_00009,2023-08-22_12-30-48,1692707448,731.3741316795349,2848490,dl,141.68.100.65,731.3741316795349,14
0.8526666666666667,0.4060302222569784,62.338561058044434,False,15,4609f_00009,2023-08-22_12-31-50,1692707510,793.7126927375793,2848490,dl,141.68.100.65,793.7126927375793,15
