,name,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,overall
0,e7_reps,86.6,98.9,89.9,92.60000000000001,90.9,98.7,66.4,98.8,98.3,93.2,0.9143
1,e7_reps,83.5,99.0,77.9,93.8,92.7,98.3,75.0,96.7,98.6,97.5,0.913
2,e7_reps,88.0,98.9,88.6,93.5,87.9,98.5,73.1,95.39999999999999,98.5,97.3,0.9197
3,e7_reps,82.89999999999999,98.6,82.39999999999999,86.1,95.3,98.8,74.2,98.8,98.2,94.89999999999999,0.9102
4,e7_reps,89.8,98.6,89.0,89.60000000000001,89.8,97.8,71.39999999999999,98.4,98.5,94.19999999999999,0.9171
5,e7_reps,79.60000000000001,98.8,89.5,92.2,85.1,98.4,82.39999999999999,95.5,98.4,98.0,0.9179
6,e7_reps,87.7,99.1,84.1,90.60000000000001,88.9,98.0,78.9,98.3,98.5,97.0,0.9211
7,e7_reps,90.5,99.6,88.4,91.3,89.2,98.2,69.3,97.3,98.7,96.7,0.9192
8,e7_reps,88.4,97.39999999999999,91.60000000000001,92.5,90.60000000000001,99.4,69.5,93.2,98.9,97.89999999999999,0.9194
9,e7_reps,87.9,98.7,87.4,89.5,90.0,97.7,74.6,92.4,98.2,98.7,0.9151
10,e7_reps,92.2,98.9,91.9,91.4,83.5,97.8,67.80000000000001,93.10000000000001,98.7,98.3,0.9136
11,e7_reps,87.2,98.7,81.2,94.5,88.4,98.6,79.2,98.6,98.4,95.8,0.9206
12,e7_reps,81.3,98.9,93.2,87.9,87.5,98.2,73.8,98.5,98.3,95.5,0.9131
13,e7_reps,87.5,97.0,88.9,94.3,84.2,99.0,75.4,95.0,98.0,97.5,0.9168
14,e7_reps,85.0,98.8,89.3,92.0,92.7,99.0,68.5,95.1,98.3,97.5,0.9162
15,e7_reps,89.9,98.8,86.6,93.2,87.8,98.3,75.3,98.3,98.4,95.39999999999999,0.922
16,e7_reps,84.6,98.9,88.3,94.19999999999999,87.6,97.0,73.5,97.89999999999999,98.3,97.3,0.9176
17,e7_reps,80.80000000000001,98.8,92.10000000000001,94.1,79.7,98.8,80.30000000000001,95.5,98.3,97.6,0.916
18,e7_reps,78.5,98.1,86.7,93.30000000000001,90.8,97.39999999999999,79.80000000000001,97.3,98.5,97.2,0.9176
19,e7_reps,89.4,99.0,88.0,93.5,89.4,98.8,76.8,99.0,97.7,94.6,0.9262
